"","time","posX","posY","orientation","mac","signal","rawTime","angle","posXY","medSignal","avgSignal","num","sdSignal","iqrSignal","dist"
"397975",2006-02-11 09:50:44,10,4,0.4,"00:14:bf:b1:97:8a",-58,1139673044441,0,"10-4",-58,-57.3793103448276,87,2.31898824826462,2,8.9044932477935
"425215",2006-02-11 10:41:37,10,5,0.1,"00:14:bf:b1:97:8a",-60,1139676097087,0,"10-5",-52,-55.496,125,4.63441543796118,8,9.48103369891701
"453661",2006-02-11 11:12:14,10,6,1,"00:14:bf:b1:97:8a",-56,1139677934778,0,"10-6",-58,-59.3679245283019,106,3.26109964421326,5.75,10.1237344888139
"488823",2006-02-11 12:03:04,10,7,0.7,"00:14:bf:b1:97:8a",-67,1139680984401,0,"10-7",-65.5,-65.9035087719298,114,1.49316613331949,2,10.8208132781229
"523294",2006-02-11 12:44:34,10,8,0.6,"00:14:bf:b1:97:8a",-62,1139683474292,0,"10-8",-59,-58.71875,96,1.95045541240744,2,11.5624391890293
"370960",2006-02-11 09:05:39,11,3,359.9,"00:14:bf:b1:97:8a",-52,1139670339220,0,"11-3",-52,-52.0092592592593,108,2.64926500253406,2,9.31074647920348
"404741",2006-02-11 10:10:13,11,4,0.4,"00:14:bf:b1:97:8a",-52,1139674213614,0,"11-4",-55,-54.9690721649485,97,2.84478180273191,4,9.76165969494942
"432042",2006-02-11 10:48:25,11,5,0.3,"00:14:bf:b1:97:8a",-51,1139676505081,0,"11-5",-55,-54.0333333333333,120,1.86490513122233,3,10.2902866821095
"460912",2006-02-11 11:20:48,11,6,0.1,"00:14:bf:b1:97:8a",-52,1139678448162,0,"11-6",-54,-54.5192307692308,104,1.85378526018758,2.25,10.8853112036358
"495513",2006-02-11 12:10:38,11,7,0.7,"00:14:bf:b1:97:8a",-60,1139681438997,0,"11-7",-54,-54.5614035087719,114,2.51380291438628,3,11.536463929645
"530223",2006-02-11 12:52:28,11,8,0.3,"00:14:bf:b1:97:8a",-61,1139683948802,0,"11-8",-57,-56.5490196078431,102,2.16921508357739,3,12.2347864713692
"377743",2006-02-11 09:12:08,12,3,359.9,"00:14:bf:b1:97:8a",-55,1139670728864,0,"12-3",-55,-54.7708333333333,96,1.40284798040998,2,10.2318131335556
"411701",2006-02-11 10:24:47,12,4,0.2,"00:14:bf:b1:97:8a",-51,1139675087104,0,"12-4",-54,-53.9391304347826,115,2.17355298314921,2,10.6437775249204
"439120",2006-02-11 10:55:37,12,5,0.7,"00:14:bf:b1:97:8a",-58,1139676937164,0,"12-5",-55,-54.5428571428571,105,2.41401585070863,3,11.1305884839931
"467732",2006-02-11 11:27:54,12,6,0.8,"00:14:bf:b1:97:8a",-57,1139678874409,0,"12-6",-58,-57.7222222222222,108,1.94231451361048,2,11.682893477217
"502301",2006-02-11 12:17:52,12,7,0.7,"00:14:bf:b1:97:8a",-56,1139681872260,0,"12-7",-63,-61.136,125,4.6944442111514,9,12.2918672300021
"537433",2006-02-11 13:08:11,12,8,0,"00:14:bf:b1:97:8a",-62,1139684891781,0,"12-8",-52,-53.7596153846154,104,3.95483038141719,8,12.9495173655237
"384782",2006-02-11 09:33:55,13,3,359.6,"00:14:bf:b1:97:8a",-59,1139672035718,0,"13-3",-55,-55.875,96,2.70768885719324,4,11.1664676599182
"418589",2006-02-11 10:34:57,13,4,0.7,"00:14:bf:b1:97:8a",-56,1139675697418,0,"13-4",-54,-53.8061224489796,98,1.97749275424693,1,11.5451288429363
"446282",2006-02-11 11:04:47,13,5,0.7,"00:14:bf:b1:97:8a",-55,1139677487130,0,"13-5",-53,-53.2755102040816,98,1.3143193310678,1,11.9954157910428
"474721",2006-02-11 11:34:55,13,6,0.1,"00:14:bf:b1:97:8a",-59,1139679295883,0,"13-6",-58,-57.981308411215,107,1.99045509355446,2,12.5095963164284
"509148",2006-02-11 12:27:09,13,7,0.3,"00:14:bf:b1:97:8a",-61,1139682429127,0,"13-7",-60,-59.7563025210084,119,1.55664995877241,2,13.080137613955
"544487",2006-02-11 13:15:40,13,8,0,"00:14:bf:b1:97:8a",-55,1139685340345,0,"13-8",-59,-59.4322033898305,118,2.31855692504826,2,13.7
"639306",2006-02-19 02:46:31,14,3,0.1,"00:14:bf:b1:97:8a",-57,1140338791592,0,"14-3",-55,-55.3068181818182,88,3.11967414502859,2,12.1115647213727
"1091061",2006-03-09 12:29:55,14,7,359.9,"00:14:bf:b1:97:8a",-60,1141928995248,0,"14-7",-58,-57.8723404255319,94,1.00786202496123,0,13.8956827827926
"1136213",2006-03-09 13:34:43,14,8,0.5,"00:14:bf:b1:97:8a",-60,1141932883055,0,"14-8",-63,-62.2903225806452,93,2.55198407536129,2,14.4806767797641
"646183",2006-02-19 02:52:30,15,3,0.6,"00:14:bf:b1:97:8a",-64,1140339150231,0,"15-3",-62,-62.7234042553191,94,1.96421893595617,1.75,13.0648383074572
"1097436",2006-03-09 12:41:38,15,7,359.8,"00:14:bf:b1:97:8a",-54,1141929698600,0,"15-7",-57,-56.3775510204082,98,1.68996618109546,2,14.7339743450299
"1142770",2006-03-09 13:40:37,15,8,359.1,"00:14:bf:b1:97:8a",-58,1141933237461,0,"15-8",-58,-57.5346534653465,101,1.32336205503742,1,15.2869225156668
"652941",2006-02-19 02:59:03,16,3,0.2,"00:14:bf:b1:97:8a",-63,1140339543703,0,"16-3",-63,-61.3535353535354,99,4.12388050687236,7,14.0246212070059
"1103775",2006-03-09 12:47:47,16,7,0.4,"00:14:bf:b1:97:8a",-57,1141930067375,0,"16-7",-59,-58.2783505154639,97,2.04502581504304,2,15.5913437522235
"1149214",2006-03-09 13:46:45,16,8,1.5,"00:14:bf:b1:97:8a",-59,1141933605312,0,"16-8",-63,-62.4835164835165,91,2.32552329768132,3.5,16.1148999376354
"659771",2006-02-19 03:09:38,17,3,1,"00:14:bf:b1:97:8a",-63,1140340178323,0,"17-3",-62,-61.9777777777778,90,1.75446638885246,1,14.9896631049534
"1110247",2006-03-09 13:02:05,17,7,7.9,"00:14:bf:b1:97:8a",-59,1141930925153,0,"17-7",-57,-56.8144329896907,97,1.36419922258457,2,16.4648109615628
"1155544",2006-03-09 13:52:51,17,8,1.2,"00:14:bf:b1:97:8a",-57,1141933971035,0,"17-8",-56,-56.9423076923077,104,3.00105781698906,2,16.9614268267737
"666301",2006-02-19 03:18:55,18,3,0,"00:14:bf:b1:97:8a",-59,1140340735306,0,"18-3",-58,-57.4090909090909,88,1.18065210538049,1,15.9590099943574
"1116682",2006-03-09 13:08:54,18,7,0.4,"00:14:bf:b1:97:8a",-63,1141931334738,0,"18-7",-63,-62.6744186046512,86,2.32855350436889,3,17.3519451359206
"1161898",2006-03-09 14:14:31,18,8,1.5,"00:14:bf:b1:97:8a",-58,1141935271256,0,"18-8",-57,-57.25,96,0.725476250110012,1,17.8238604123798
"672938",2006-02-19 03:25:41,19,3,0.3,"00:14:bf:b1:97:8a",-66,1140341141287,0,"19-3",-60,-61,88,3.03996370214265,1,16.9319225134064
"1123105",2006-03-09 13:15:19,19,7,359.3,"00:14:bf:b1:97:8a",-62,1141931719118,0,"19-7",-59,-59.6046511627907,86,1.7575321586377,1,18.2507534091062
"1168658",2006-03-09 14:26:17,19,8,359.9,"00:14:bf:b1:97:8a",-58,1141935977124,0,"19-8",-60,-59.4111111111111,90,1.71506506866731,1,18.7
"16530",2006-02-11 01:55:38,2,0,0.3,"00:14:bf:b1:97:8a",-49,1139644538444,0,"2-0",-41,-40.8265306122449,98,2.52829558416513,1,0.94339811320566
"41088",2006-02-11 02:19:05,2,1,0.2,"00:14:bf:b1:97:8a",-47,1139645945380,0,"2-1",-42.5,-44.72,100,5.82242269683386,11,1.86815416922694
"281515",2006-02-11 07:17:44,2,10,0.4,"00:14:bf:b1:97:8a",-48,1139663864883,0,"2-10",-52.5,-52.45,100,2.85464356776637,3,10.8115678788971
"288649",2006-02-11 07:23:24,2,11,0.5,"00:14:bf:b1:97:8a",-47,1139664204284,0,"2-11",-46,-45.8989898989899,99,1.74668753262615,3,11.8105884696742
"296384",2006-02-11 07:28:53,2,12,0.2,"00:14:bf:b1:97:8a",-47,1139664533461,0,"2-12",-49,-50.33,100,4.99505816388619,8,12.8097619025492
"303885",2006-02-11 07:37:33,2,13,359.9,"00:14:bf:b1:97:8a",-54,1139665053141,0,"2-13",-52,-51.1752577319588,97,1.7139763057383,1,13.8090550002526
"65868",2006-02-11 02:41:06,2,2,359.9,"00:14:bf:b1:97:8a",-38,1139647266374,0,"2-2",-44,-43.4285714285714,98,2.19183113203098,3,2.84429253066558
"90678",2006-02-11 02:59:51,2,3,0.1,"00:14:bf:b1:97:8a",-45,1139648391788,0,"2-3",-44,-44.3457943925234,107,1.35356136632998,2,3.83275357934736
"115498",2006-02-11 03:18:12,2,4,0,"00:14:bf:b1:97:8a",-38,1139649492145,0,"2-4",-38,-38.4363636363636,110,0.807388731530958,1,4.82597140480546
"131482",2006-02-11 03:50:35,2,5,0.4,"00:14:bf:b1:97:8a",-49,1139651435278,0,"2-5",-54,-51.7663551401869,107,6.33882829368619,11,5.82151183113115
"250857",2006-02-11 06:28:21,2,6,0.6,"00:14:bf:b1:97:8a",-42,1139660901774,0,"2-6",-43,-43.12,100,3.52560618757952,3,6.81835757349231
"258874",2006-02-11 06:35:28,2,7,0.4,"00:14:bf:b1:97:8a",-45,1139661328788,0,"2-7",-48,-48.1010101010101,99,1.42495935849635,1.5,7.81600921186765
"266185",2006-02-11 06:43:34,2,8,0.2,"00:14:bf:b1:97:8a",-52,1139661814407,0,"2-8",-49,-49.2577319587629,97,1.56975549128057,2,8.81419309976812
"273565",2006-02-11 06:57:00,2,9,0.9,"00:14:bf:b1:97:8a",-50,1139662620225,0,"2-9",-45,-47.3655913978495,93,4.25232659139972,7,9.81274681218261
"679585",2006-02-19 03:32:13,20,3,359.5,"00:14:bf:b1:97:8a",-60,1140341533004,0,"20-3",-59,-61.0879120879121,91,3.97673330943977,8,17.9078195210919
"1129601",2006-03-09 13:26:17,20,7,1.5,"00:14:bf:b1:97:8a",-60,1141932377531,0,"20-7",-60,-60.6770833333333,96,1.30983961787747,1,19.159592897554
"1175197",2006-03-09 14:32:35,20,8,1.5,"00:14:bf:b1:97:8a",-53,1141936355620,0,"20-8",-56,-56.5473684210526,95,2.52548045166818,2,19.5880065346119
"686420",2006-02-19 04:11:11,21,3,0.1,"00:14:bf:b1:97:8a",-59,1140343871154,0,"21-3",-58,-60.0947368421053,95,3.69897537339598,3.5,18.8862383761299
"727636",2006-02-19 04:54:23,21,4,0.3,"00:14:bf:b1:97:8a",-61,1140346463616,0,"21-4",-68,-67.7058823529412,85,1.43778541192916,1,19.1125613144863
"769073",2006-02-19 05:49:26,21,5,0.3,"00:14:bf:b1:97:8a",-63,1140349766062,0,"21-5",-64,-63.9908256880734,109,2.75040540056955,4,19.3878828137577
"803154",2006-02-19 06:30:01,21,6,0,"00:14:bf:b1:97:8a",-68,1140352201802,0,"21-6",-67,-66.9684210526316,95,1.90437699411705,2,19.7101496696499
"837391",2006-02-19 07:47:12,21,7,359.9,"00:14:bf:b1:97:8a",-67,1140356832472,0,"21-7",-66,-65.9777777777778,90,2.03882416971308,2.75,20.077101384413
"878881",2006-02-19 08:48:11,21,8,359.9,"00:14:bf:b1:97:8a",-61,1140360491912,0,"21-8",-64,-64.0190476190476,105,2.10302416122845,4,20.4863369102434
"693353",2006-02-19 04:17:43,22,3,0.5,"00:14:bf:b1:97:8a",-64,1140344263099,0,"22-3",-57,-57.5157894736842,95,2.53848320390027,2,19.8668064872037
"734597",2006-02-19 05:00:46,22,4,0,"00:14:bf:b1:97:8a",-60,1140346846120,0,"22-4",-63,-63.2340425531915,94,1.78057337578569,2,20.0820815654155
"775840",2006-02-19 05:58:09,22,5,359.7,"00:14:bf:b1:97:8a",-63,1140350289739,0,"22-5",-67,-67.1935483870968,93,1.23585971235068,1,20.3442866672685
"809915",2006-02-19 06:36:27,22,6,359.9,"00:14:bf:b1:97:8a",-62,1140352587430,0,"22-6",-62,-63.0927835051546,97,2.64213642337505,1,20.6516343178936
"844413",2006-02-19 07:54:32,22,7,0.2,"00:14:bf:b1:97:8a",-61,1140357272619,0,"22-7",-67,-66.6326530612245,98,2.44691160319626,2,21.0021427478246
"885660",2006-02-19 08:56:26,22,8,0,"00:14:bf:b1:97:8a",-62,1140360986399,0,"22-8",-62,-62.6534653465347,101,2.92039601275018,2,21.3936906586965
"700229",2006-02-19 04:24:08,23,3,0.5,"00:14:bf:b1:97:8a",-63,1140344648095,0,"23-3",-61,-60.7378640776699,103,1.10223627452258,1,20.849220608934
"741494",2006-02-19 05:07:32,23,4,359.9,"00:14:bf:b1:97:8a",-65,1140347252265,0,"23-4",-67,-67.2018348623853,109,2.3045037085775,3,21.0544532106631
"782557",2006-02-19 06:10:28,23,5,359.8,"00:14:bf:b1:97:8a",-72,1140351028297,0,"23-5",-69,-68.8172043010753,93,1.34282502792936,1,21.3046943183891
"816732",2006-02-19 07:02:30,23,6,359.9,"00:14:bf:b1:97:8a",-61,1140354150481,0,"23-6",-59,-59.7525773195876,97,3.76118035505215,1,21.5983795688473
"851225",2006-02-19 08:00:36,23,7,359.6,"00:14:bf:b1:97:8a",-65,1140357636982,0,"23-7",-64,-64.2115384615385,104,1.18790896420736,1.25,21.9337639268777
"892599",2006-02-19 09:05:11,23,8,0.1,"00:14:bf:b1:97:8a",-62,1140361511232,0,"23-8",-61,-61.4516129032258,93,1.77859329510625,2,22.3089668070935
"707063",2006-02-19 04:30:57,24,3,359.9,"00:14:bf:b1:97:8a",-61,1140345057884,0,"24-3",-59,-61.4516129032258,93,4.67071386647056,8,21.8332315519256
"748444",2006-02-19 05:14:12,24,4,359.8,"00:14:bf:b1:97:8a",-57,1140347652546,0,"24-4",-61,-62.1458333333333,96,2.98409526681095,3.25,22.0292986724498
"789355",2006-02-19 06:17:09,24,5,0.1,"00:14:bf:b1:97:8a",-62,1140351429822,0,"24-5",-59,-60.0776699029126,103,3.16131432206746,2,22.2685877414802
"823475",2006-02-19 07:09:07,24,6,0.3,"00:14:bf:b1:97:8a",-62,1140354547005,0,"24-6",-62,-62.2210526315789,95,1.72082950908221,2,22.5497228364342
"858158",2006-02-19 08:23:30,24,7,0.3,"00:14:bf:b1:97:8a",-67,1140359010124,0,"24-7",-67,-66.7692307692308,91,1.3087476887546,2,22.8711608800253
"899430",2006-02-19 09:13:56,24,8,0,"00:14:bf:b1:97:8a",-71,1140362036921,0,"24-8",-64,-65.1505376344086,93,2.20151250655158,2,23.2312289816962
"713952",2006-02-19 04:37:33,25,3,0,"00:14:bf:b1:97:8a",-64,1140345453665,0,"25-3",-63,-62.3076923076923,104,1.92114914577932,4,22.8186327373048
"755258",2006-02-19 05:20:35,25,4,0.1,"00:14:bf:b1:97:8a",-68,1140348035590,0,"25-4",-67,-66.2857142857143,105,2.3806684812427,2,23.0063034840454
"865094",2006-02-19 08:30:34,25,7,0.3,"00:14:bf:b1:97:8a",-70,1140359434854,0,"25-7",-69,-69.021052631579,95,1.7133949586813,2,23.8136515469594
"906311",2006-02-19 09:21:28,25,8,0.6,"00:14:bf:b1:97:8a",-61,1140362488241,0,"25-8",-62,-63.298969072165,97,3.65480547947268,2,24.1596771501608
"720764",2006-02-19 04:47:58,26,3,359.8,"00:14:bf:b1:97:8a",-62,1140346078408,0,"26-3",-60,-59.93,100,1.99623382772397,4,23.8052515214606
"762013",2006-02-19 05:27:00,26,4,359.8,"00:14:bf:b1:97:8a",-58,1140348420634,0,"26-4",-62,-62.0729166666667,96,1.45272732013502,2,23.985203772326
"796324",2006-02-19 06:23:42,26,5,0.4,"00:14:bf:b1:97:8a",-59,1140351822423,0,"26-5",-59,-59.9574468085106,94,4.35498699087479,2,24.2051647381298
"830400",2006-02-19 07:30:48,26,6,0.4,"00:14:bf:b1:97:8a",-65,1140355848746,0,"26-6",-63,-62.8921568627451,102,1.99953887132077,2,24.4640552648166
"872011",2006-02-19 08:39:08,26,7,0.5,"00:14:bf:b1:97:8a",-64,1140359948762,0,"26-7",-67,-67.0873786407767,103,1.53461239991429,1,24.7606542724541
"913293",2006-02-19 09:28:18,26,8,0.1,"00:14:bf:b1:97:8a",-61,1140362898223,0,"26-8",-61,-61.3211009174312,109,3.43155491681669,2,25.0936246883546
"920317",2006-02-19 09:37:03,27,3,0.2,"00:14:bf:b1:97:8a",-62,1140363423556,0,"27-3",-66,-66.7363636363636,110,4.26781699290212,4,24.7929425442
"954960",2006-02-19 10:15:52,27,7,0.1,"00:14:bf:b1:97:8a",-68,1140365752817,0,"27-7",-68,-68.4526315789474,95,2.34188695083292,1,25.7116705019336
"1002686",2006-02-19 11:24:15,27,8,0.2,"00:14:bf:b1:97:8a",-68,1140369855058,0,"27-8",-67,-67.4893617021277,94,1.57086840479531,1,26.032479712851
"927318",2006-02-19 09:45:52,28,3,0.4,"00:14:bf:b1:97:8a",-62,1140363952369,0,"28-3",-60,-60.2444444444444,90,2.53209116007823,1,25.7815825736125
"961838",2006-02-19 10:29:37,28,7,0.6,"00:14:bf:b1:97:8a",-67,1140366577293,0,"28-7",-68,-67.6451612903226,93,0.916576348136659,1,26.6662708303955
"1009529",2006-02-19 11:34:10,28,8,0,"00:14:bf:b1:97:8a",-66,1140370450791,0,"28-8",-68,-68.0217391304348,92,1.74770342789003,2,26.9757298325736
"934210",2006-02-19 09:53:02,29,3,0.5,"00:14:bf:b1:97:8a",-62,1140364382380,0,"29-3",-59,-60.54,100,3.41541366529012,1.25,26.771066471099
"968770",2006-02-19 10:36:42,29,7,0.7,"00:14:bf:b1:97:8a",-71,1140367002995,0,"29-7",-69,-69.1414141414141,99,1.38512580295151,1.5,27.6240836952106
"1016234",2006-02-19 11:43:07,29,8,0.2,"00:14:bf:b1:97:8a",-68,1140370987344,0,"29-8",-69,-69.3960396039604,101,1.7836995706721,2,27.9229296457231
"311494",2006-02-11 07:48:15,3,3,0.3,"00:14:bf:b1:97:8a",-38,1139665695181,0,"3-3",-41,-41.3106796116505,103,2.27099842521419,2,3.83275357934736
"587465",2006-02-11 14:02:28,3,7,1.2,"00:14:bf:b1:97:8a",-44,1139688148621,0,"3-7",-42,-41.6285714285714,105,3.01042145930389,4,7.81600921186765
"631522",2006-02-11 15:00:21,3,8,358.3,"00:14:bf:b1:97:8a",-46,1139691621810,0,"3-8",-48,-48.2244897959184,98,1.15348519172275,1,8.81419309976812
"941278",2006-02-19 10:00:39,30,3,0.7,"00:14:bf:b1:97:8a",-60,1140364839884,0,"30-3",-60,-60.0686274509804,102,1.29935097219418,2,27.7613040039549
"975566",2006-02-19 10:44:25,30,7,0,"00:14:bf:b1:97:8a",-71,1140367465576,0,"30-7",-70,-69.6593406593407,91,1.18527802851652,1,28.5847861632722
"1023088",2006-02-19 11:51:47,30,8,0.3,"00:14:bf:b1:97:8a",-64,1140371507961,0,"30-8",-65,-65.6732673267327,101,3.23143593744666,3,28.8736904464947
"948132",2006-02-19 10:07:26,31,3,0.3,"00:14:bf:b1:97:8a",-59,1140365246562,0,"31-3",-59,-59.4807692307692,104,1.23052415409099,1,28.752217305801
"982399",2006-02-19 10:52:54,31,7,0.4,"00:14:bf:b1:97:8a",-72,1140367974204,0,"31-7",-66,-66.0754716981132,106,2.15449966883286,2.75,29.548096385385
"1029856",2006-02-19 12:59:45,31,8,0.4,"00:14:bf:b1:97:8a",-74,1140375585924,0,"31-8",-72,-73.1868131868132,91,2.78851648297516,3.5,29.8276717160425
"1077271",2006-02-19 13:57:13,32,3,0,"00:14:bf:b1:97:8a",-62,1140379033379,0,"32-3",-63,-63.2053571428571,112,1.31613954226871,2,29.7437388369384
"1063580",2006-02-19 13:45:29,32,4,0.5,"00:14:bf:b1:97:8a",-61,1140378329327,0,"32-4",-66,-65.5816326530612,98,2.08046123646862,2,29.8879574410832
"1056593",2006-02-19 13:27:46,32,5,359.7,"00:14:bf:b1:97:8a",-75,1140377266749,0,"32-5",-73,-73.18,100,1.64764907512112,3,30.0647634283059
"1049652",2006-02-19 13:20:43,32,6,0.2,"00:14:bf:b1:97:8a",-70,1140376843382,0,"32-6",-70,-69.5794392523364,107,1.93789120543572,3,30.2735858464107
"989210",2006-02-19 11:01:15,32,7,0,"00:14:bf:b1:97:8a",-63,1140368475359,0,"32-7",-68,-68.7524752475248,101,4.05809300187677,3,30.5137673845758
"1036459",2006-02-19 13:07:11,32,8,0.6,"00:14:bf:b1:97:8a",-70,1140376031520,0,"32-8",-68,-68.21875,96,1.43785750703132,1,30.7845740590965
"1084146",2006-02-19 14:19:50,33,3,359.9,"00:14:bf:b1:97:8a",-60,1140380390288,0,"33-3",-60,-60.3052631578947,95,2.5056263675658,2,30.7358097339244
"1070383",2006-02-19 13:51:22,33,4,359.8,"00:14:bf:b1:97:8a",-61,1140378682025,0,"33-4",-67,-67.82,100,3.19209883141092,1,30.8753947343188
"995973",2006-02-19 11:09:25,33,7,0.5,"00:14:bf:b1:97:8a",-72,1140368965814,0,"33-7",-69,-69.1698113207547,106,1.75917566254202,2,31.4815819170511
"1043189",2006-02-19 13:13:46,33,8,0.3,"00:14:bf:b1:97:8a",-67,1140376426680,0,"33-8",-66,-66.25,100,1.92996048528136,2,31.7441333162523
"322207",2006-02-11 08:02:17,4,3,0.6,"00:14:bf:b1:97:8a",-54,1139666537654,0,"4-3",-52.5,-52.6458333333333,96,1.32171472888873,1,4.0853396431631
"579894",2006-02-11 13:55:51,4,7,359.9,"00:14:bf:b1:97:8a",-49,1139687751524,0,"4-7",-48,-47.8333333333333,96,1.54010708217364,2,7.94292137692424
"624214",2006-02-11 14:54:24,4,8,359.6,"00:14:bf:b1:97:8a",-45,1139691264619,0,"4-8",-46.5,-46.6274509803922,102,2.39190701757857,3,8.92692556258872
"326853",2006-02-11 08:06:14,5,3,359.9,"00:14:bf:b1:97:8a",-44,1139666774577,0,"5-3",-48,-47.7052631578947,95,2.98533181523134,6,4.54862616621766
"572731",2006-02-11 13:49:13,5,7,1.5,"00:14:bf:b1:97:8a",-45,1139687353747,0,"5-7",-47,-47.8646616541353,133,2.33154245630739,4,8.19084855189009
"616984",2006-02-11 14:43:17,5,8,0.8,"00:14:bf:b1:97:8a",-56,1139690597662,0,"5-8",-49,-53.1363636363636,110,5.42416826199606,10,9.14822387133153
"333955",2006-02-11 08:12:53,6,3,0.2,"00:14:bf:b1:97:8a",-54,1139667173678,0,"6-3",-54,-51.5876288659794,97,4.35113150350857,8,5.1662365412358
"565946",2006-02-11 13:42:51,6,7,2,"00:14:bf:b1:97:8a",-46,1139686971331,0,"6-7",-49,-49.3666666666667,120,2.09012618063609,2,8.5492689745966
"609544",2006-02-11 14:36:10,6,8,0.1,"00:14:bf:b1:97:8a",-52,1139690170479,0,"6-8",-52,-52.1803278688525,122,2.03691710596486,1,9.47048045243746
"341617",2006-02-11 08:19:05,7,3,359.7,"00:14:bf:b1:97:8a",-54,1139667545757,0,"7-3",-56,-55.8019801980198,101,1.43540796974378,2,5.88982172905089
"558887",2006-02-11 13:36:26,7,7,1.5,"00:14:bf:b1:97:8a",-60,1139686586159,0,"7-7",-59,-58.9243697478992,119,1.26329984809454,2,9.00499861188218
"602392",2006-02-11 14:29:44,7,8,0.3,"00:14:bf:b1:97:8a",-54,1139689784807,0,"7-8",-54,-55.3119266055046,109,3.53735946640476,1,9.88382517044894
"348944",2006-02-11 08:35:01,8,3,0.1,"00:14:bf:b1:97:8a",-52,1139668501125,0,"8-3",-52,-52.9186046511628,86,2.18128465267102,3.5,6.68505796534331
"551666",2006-02-11 13:28:14,8,7,359.8,"00:14:bf:b1:97:8a",-54,1139686094964,0,"8-7",-58,-58.2371134020619,97,1.78986263367407,1,9.54410813015025
"595208",2006-02-11 14:23:05,8,8,0.7,"00:14:bf:b1:97:8a",-54,1139689385418,0,"8-8",-56,-55.8467741935484,124,1.64808020780578,2,10.3773792452623
"356317",2006-02-11 08:47:48,9,3,0.4,"00:14:bf:b1:97:8a",-42,1139669268917,0,"9-3",-45,-46.7575757575758,99,4.41031006612985,9,7.52927619363243
"391198",2006-02-11 09:44:45,9,4,0.4,"00:14:bf:b1:97:8a",-56,1139672685954,0,"9-4",-57,-56.8333333333333,96,1.51946435622049,2,8.0802227692063
"481815",2006-02-11 11:45:04,9,7,0.3,"00:14:bf:b1:97:8a",-58,1139679904753,0,"9-7",-59,-58.5121951219512,123,1.54901266099101,2.5,10.1533245786787
"516142",2006-02-11 12:36:36,9,8,0.6,"00:14:bf:b1:97:8a",-58,1139682996607,0,"9-8",-60,-59.4351851851852,108,3.45943960711739,5,10.9402925006601
"998",2006-02-11 01:32:57,0,0,45.2,"00:14:bf:b1:97:8a",-38,1139643177226,45,"0-0",-44,-43.1489361702128,94,3.1621329633022,4,2.62488094968134
"25538",2006-02-11 02:04:38,0,1,45.7,"00:14:bf:b1:97:8a",-37,1139645078521,45,"0-1",-42,-42.1808510638298,94,4.12431230098718,6.75,3.08058436014987
"222651",2006-02-11 05:46:46,0,10,45.1,"00:14:bf:b1:97:8a",-52,1139658406850,45,"0-10",-53,-53.9158878504673,107,3.47259213531437,6,11.0855762141623
"230190",2006-02-11 05:55:02,0,11,45.3,"00:14:bf:b1:97:8a",-55,1139658902329,45,"0-11",-52,-54.7052631578947,95,5.40857019728388,10,12.0619235613562
"237329",2006-02-11 06:05:24,0,12,45.6,"00:14:bf:b1:97:8a",-53,1139659524924,45,"0-12",-54,-53.7575757575758,99,1.80187492539112,3,13.0418556961807
"244479",2006-02-11 06:15:28,0,13,44.9,"00:14:bf:b1:97:8a",-47,1139660128090,45,"0-13",-46,-46.4077669902913,103,2.56460405996518,1,14.0246212070059
"50560",2006-02-11 02:27:16,0,2,45.1,"00:14:bf:b1:97:8a",-50,1139646436606,45,"0-2",-42,-43.5888888888889,90,5.41096357790811,9.75,3.75366487582469
"74844",2006-02-11 02:47:56,0,3,45.8,"00:14:bf:b1:97:8a",-39,1139647676596,45,"0-3",-38,-37.6836734693878,98,1.16297644067148,1,4.54862616621766
"100070",2006-02-11 03:06:39,0,4,44.8,"00:14:bf:b1:97:8a",-44,1139648799598,45,"0-4",-44,-44.1782178217822,101,2.15590370658784,3,5.41202365109392
"200339",2006-02-11 05:23:43,0,7,45.4,"00:14:bf:b1:97:8a",-51,1139657023839,45,"0-7",-47,-47.7830188679245,106,2.54859332622876,4,8.19084855189009
"208098",2006-02-11 05:32:30,0,8,45.4,"00:14:bf:b1:97:8a",-58,1139657550780,45,"0-8",-58,-57.8105263157895,95,2.3803036496896,3,9.14822387133153
"215531",2006-02-11 05:38:59,0,9,45.6,"00:14:bf:b1:97:8a",-50,1139657939301,45,"0-9",-50,-50.1428571428571,98,2.51182769124705,4,10.1138518873869
"9369",2006-02-11 01:47:29,1,0,45.1,"00:14:bf:b1:97:8a",-38,1139644049177,45,"1-0",-39,-39.34375,96,2.5580754484573,1.25,1.7
"33911",2006-02-11 02:12:51,1,1,45.5,"00:14:bf:b1:97:8a",-43,1139645571944,45,"1-1",-41,-41.7474747474747,99,3.01473738776911,6,2.343074902772
"171040",2006-02-11 04:32:49,1,10,46,"00:14:bf:b1:97:8a",-53,1139653969473,45,"1-10",-55,-55.3888888888889,108,1.30300395802996,1,10.9036691072317
"178459",2006-02-11 04:44:18,1,11,44.6,"00:14:bf:b1:97:8a",-44,1139654658476,45,"1-11",-46,-49.4117647058824,102,5.73223116096188,11,11.894956914592
"185856",2006-02-11 05:00:16,1,12,45.8,"00:14:bf:b1:97:8a",-44,1139655616351,45,"1-12",-49.5,-49.2549019607843,102,2.41565141783151,3,12.887590930814
"193169",2006-02-11 05:07:05,1,13,44.5,"00:14:bf:b1:97:8a",-55,1139656025869,45,"1-13",-53,-52.1340206185567,97,4.48058047294884,8,13.8812823615111
